,Arcade,Venue_ID,Venue_Name,Venue_Distance,Venue_Address,Venue_Latitude,Venue_Longitude,Category_ID,Category_Name,Venue_Rating
34,Arcade,4ba6da6ff964a520947339e3,41 West 96 Street,26,No Address,40.792438585985174,-73.9665911464282,4bf58dd8d48988d130941735,Building,Not Rated
35,Arcade,5183d4b6498e416da53e3b68,"Dr. Robert A. Adair, M.D",31,41 W 96th St,40.79269409179688,-73.96634674072266,4bf58dd8d48988d177941735,Doctor's Office,Not Rated
36,Arcade,4dceff12d4c065592f8deee1,Columbus Sq Dog Run,51,No Address,40.79302494356864,-73.96633860230251,4bf58dd8d48988d1e5941735,Dog Run,Not Rated
37,Arcade,4c72d4207121a1cd919363d1,Columbus Natural Foods,68,725 Columbus Ave,40.79268629180404,-73.96752122749508,4bf58dd8d48988d118951735,Grocery Store,7.9
38,Arcade,5037e21fe4b0b68ee3d6546f,Birch Coffee,69,750 Columbus Ave,40.793130587805976,-73.96724078166824,4bf58dd8d48988d1e0931735,Coffee Shop,8.5
39,Arcade,4bb54c8df562ef3b1ed42e97,Rite Aid,69,741 Columbus Ave,40.793264516163866,-73.96688103675842,4bf58dd8d48988d10f951735,Pharmacy,6.4
40,Arcade,4aeb357af964a520a8bf21e3,Columbus Wines & Spirits,77,730 Columbus Ave,40.792799838221605,-73.96760916182974,4bf58dd8d48988d119951735,Wine Shop,7.7
41,Arcade,4c7a3368794e224bc1ee6728,Icon Parking,84,50 W 97th St,40.79283905029297,-73.96573638916016,4c38df4de52ce0d596b336e1,Parking,Not Rated
42,Arcade,4f258800e4b01b0c60953818,MTA Bus - W 96 St & Columbus Av (M96/M106),99,W 96th St,40.79303505514471,-73.96777689456938,52f2ab2ebcbc57f1066b8b4f,Bus Stop,Not Rated
43,Arcade,60b17ab6a743f827943cc3c9,WestMont,108,730 Columbus Ave,40.792687,-73.967998,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),Not Rated
44,Arcade,4db2330d8154df05e598cc2d,Central Park Gardens,111,No Address,40.79254581677535,-73.96539155887382,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),Not Rated
45,Arcade,4bb2900eeb3e95216039ca0a,Dunkin',125,730 Columbus Ave,40.79244417395897,-73.96816880519928,4bf58dd8d48988d148941735,Donut Shop,6.2
46,Arcade,5177d30c498e9b657328e30f,Coffee Cart - 97th & Columbus,127,W 97th Street,40.79377483087657,-73.96700439973823,4bf58dd8d48988d1cb941735,Food Truck,Not Rated
47,Arcade,4bea0dbea9900f4738291640,110 West 96th Street,158,No Address,40.792977874129456,-73.96853819751354,4bf58dd8d48988d130941735,Building,Not Rated
48,Arcade,4a95cf86f964a520c92420e3,Whole Foods Market,162,808 Columbus Ave,40.794109912321076,-73.96663311005507,4bf58dd8d48988d118951735,Grocery Store,8.8
49,Arcade,4b0eed54f964a520e55c23e3,MTA Subway - 96th St (B/C),189,96th St,40.79177462584017,-73.96479310155709,4bf58dd8d48988d1fd931735,Metro Station,Not Rated
50,Arcade,4b0ae639f964a520b02923e3,T.J. Maxx,250,808 Columbus Ave,40.79489238107115,-73.96638526210188,4bf58dd8d48988d1f6941735,Department Store,7.0
51,Arcade,5fb00d384f777309c11f08ed,Krispy Kreme,510,2563 Broadway,40.7949565,-73.9719474,4bf58dd8d48988d148941735,Donut Shop,7.7
52,Arcade Bookbinding Corp.,4fcbd424e4b00a0e854b8e52,The Masters Barber Shop,42,851 Wyckoff Ave,40.69755256287157,-73.90860639791853,4bf58dd8d48988d110951735,Salon / Barbershop,Not Rated
53,Arcade Bookbinding Corp.,4cde17d541ed224b3dfcd63c,Mr. Lee's,47,No Address,40.69708073177608,-73.90892863108846,4bf58dd8d48988d145941735,Chinese Restaurant,Not Rated
54,Arcade Bookbinding Corp.,4cacd6e0d971b1f7000334e1,Troy's Barbershop,58,No Address,40.697722999999996,-73.908305,4bf58dd8d48988d110951735,Salon / Barbershop,Not Rated
55,Arcade Bookbinding Corp.,60316cc11131484f076f89ce,Mateo Express Shipping,62,858 Wyckoff Ave,40.697565,-73.907824,52f2ab2ebcbc57f1066b8b1f,Shipping Store,Not Rated
56,Arcade Bookbinding Corp.,4ce1b008df986ea8c9d9ed16,Survivor Deli,66,816 Wyckoff Avenue,40.697772376910294,-73.9086236219776,4bf58dd8d48988d146941735,Deli / Bodega,Not Rated
57,Arcade Bookbinding Corp.,607f310530d4f65bd3aea6cf,Stolen Magnolia,72,818 Wyckoff Ave,40.69785,-73.90835899999998,4eb1c0253b7b52c0e1adc2e9,Garden Center,Not Rated
58,Arcade Bookbinding Corp.,4c87cc7c33453704cbde1572,Azteca Taqueria & Bakery,80,850 Wyckoff Avenue,40.697751,-73.907779,4bf58dd8d48988d1c1941735,Mexican Restaurant,Not Rated
59,Arcade Bookbinding Corp.,5d2e0d02bc080d002320c25f,Nick’s #3 Barber Shop,80,851 Wycoff Ave.,40.697736,-73.907753,4bf58dd8d48988d110951735,Salon / Barbershop,Not Rated
60,Arcade Bookbinding Corp.,5b1aaf1ff96b2c002c2ca02e,Capybara,94,853 Wyckoff Ave,40.697857,-73.90769,4bf58dd8d48988d1d3941735,Vegetarian / Vegan Restaurant,Not Rated
61,Arcade Bookbinding Corp.,4c87cbf653a6a0939b2d3fba,Hall of Fame Barbershop,128,884 Wyckoff Ave,40.697078704833984,-73.9068832397461,4bf58dd8d48988d110951735,Salon / Barbershop,Not Rated
62,Arcade Bookbinding Corp.,5abfcc2da35dce29f414d388,Brooklyn Barista,130,880 Wyckoff Ave,40.69717159862193,-73.90684924159494,4bf58dd8d48988d1e0931735,Coffee Shop,8.5
63,Arcade Bookbinding Corp.,5de9b841752a9900084f8660,Citi Bike Station,137,Hancock St & Wyckoff Ave,40.6972,-73.90677,4e4c9077bd41f78e849722f9,Bike Rental / Bike Share,Not Rated
64,Arcade Bookbinding Corp.,4b823133f964a520d1cc30e3,Food Bazaar Supermarket,158,454 Wyckoff Ave.,40.698222860679394,-73.90970375880025,52f2ab2ebcbc57f1066b8b46,Supermarket,7.2
65,Arcade Bookbinding Corp.,568fcc19498ea8182cc3f313,Ridgewood Yoga Studio,169,915 Wyckoff Ave,40.696994,-73.906402,4bf58dd8d48988d102941735,Yoga Studio,Not Rated
66,Arcade Bookbinding Corp.,51a936c6498e6d7f17e0252d,Lorimoto Gallery,182,Hancock St,40.69765904535763,-73.90632132591548,4bf58dd8d48988d1e2931735,Art Gallery,Not Rated
67,Arcade Bookbinding Corp.,509b0789e4b059228ce95cc4,Joel's Bakery,216,16-15 Palmetto St,40.69807624752619,-73.91068475671834,4bf58dd8d48988d16a941735,Bakery,Not Rated
68,Arcade Bookbinding Corp.,5f8a873ab294602b1ff0d807,Taqueria El Patron Mexican Grill,224,16-12 Madison St,40.69910274945534,-73.90927657485008,4bf58dd8d48988d1c4941735,Restaurant,Not Rated
69,Arcade Bookbinding Corp.,604572ae4d99715e32de57e1,Nha Minh,230,9-15 Wyckoff Ave,40.69668,-73.905749,4bf58dd8d48988d14a941735,Vietnamese Restaurant,Not Rated
70,Arcade Bookbinding Corp.,57c25ecd498e5d14afff51fe,Green Basket,231,Cornelia St & Wyckoff Ave,40.697432089384755,-73.90566429750879,4bf58dd8d48988d146941735,Deli / Bodega,Not Rated
71,Arcade Bookbinding Corp.,5df975f9d50cc70008ceaba6,TV Eye,281,16-47 Weirfield St,40.697861,-73.905178,4bf58dd8d48988d116941735,Bar,7.7
72,Arcade Classics,5457f666498eeacb3138dfc8,Trustpilot,2,245 5th Ave,40.744629117173794,-73.98726166542447,5453de49498eade8af355881,Business Service,Not Rated
73,Arcade Classics,4ddecc7ad4c01aeee905c13b,Cafe 28,3,245 5th Ave,40.74466280684203,-73.98726896025423,4bf58dd8d48988d16d941735,Café,5.8
74,Arcade Classics,4b61f2d0f964a520ed2c2ae3,245 Fifth Avenue,7,245 5th Ave,40.74458124300109,-73.98734782155157,4bf58dd8d48988d124941735,Office,Not Rated
75,Arcade Classics,4c66a41dc2ead13ad02eb480,Whitey's Hardware & Paint,7,485 3rd Ave,40.74461960276285,-73.98737922762321,4bf58dd8d48988d112951735,Hardware Store,Not Rated
76,Arcade Classics,4bcf51d7b221c9b623ced1d0,Aerobeep,10,244 5th Ave,40.74456885133803,-73.98738487344497,4bf58dd8d48988d125941735,Tech Startup,Not Rated
77,Arcade Classics,544015fe498e285ae03bdfe9,Anderson Literary Management LLC,12,244 5th Ave Fl 11,40.74454719133678,-73.98737898342362,503287a291d4c4b30a586d65,Financial or Legal Service,Not Rated
78,Arcade Classics,5be784e3d1a402002c6fd7e8,Smoke Gift & Convenience 2,13,No Address,40.744655,-73.987133,4bf58dd8d48988d123951735,Smoke Shop,Not Rated
79,Arcade Classics,4f3bc7fae4b063775873a5df,244 Fifth Avenue,14,No Address,40.744541268537056,-73.98740670393434,4bf58dd8d48988d124941735,Office,Not Rated
80,Arcade Classics,55246290498e6aa7dff3ae0c,John Doe,20,253 5th Ave,40.744796779174344,-73.98717288341328,4bf58dd8d48988d116941735,Bar,6.9
81,Arcade Classics,5e4c76cb2688de0008a916ee,Lina NoMad,21,245 5th Ave,40.74443817138672,-73.98725891113281,4bf58dd8d48988d104941735,Medical Center,Not Rated
82,Arcade Classics,55aa7432498eed291c03cd7a,David's Barber Shop,22,1 E 28th St,40.744648,-73.987018,4bf58dd8d48988d1ff941735,Miscellaneous Shop,Not Rated
83,Arcade Classics,5362c896498e60d09a59710e,Roman K Salon,23,"253 5th Ave, 5th Floor",40.74478276488527,-73.98709386623574,54541900498ea6ccd0202697,Health & Beauty Service,7.4
84,Arcade Classics,56a24cc2498ee1a54c30932e,Enigma HQ,26,245 5th Ave,40.74466563962762,-73.98697764322043,4bf58dd8d48988d125941735,Tech Startup,Not Rated
85,Arcade Classics,5b4defe4da2e0000399f41cb,Prove (formerly Payfone),27,245 5th Ave,40.744391,-73.987226,4bf58dd8d48988d125941735,Tech Startup,Not Rated
86,Arcade Classics,5e7bb364495a3b00087e0e72,"Rahul Patel, DPM",33,245 5th Ave Ste 307,40.7443846,-73.9870662,4bf58dd8d48988d177941735,Doctor's Office,Not Rated
87,Arcade Classics,4b607087f964a520f8e529e3,The UPS Store,36,2 E 28th St,40.744315482853054,-73.98717663717667,52f2ab2ebcbc57f1066b8b1f,Shipping Store,6.4
88,Arcade Classics,5f43bcb51944c20b444dc14e,255 5Th Avenue,40,255 5th Ave,40.744927,-73.98700799999997,4bf58dd8d48988d124941735,Office,Not Rated
89,Arcade Classics,45ab7c7af964a52044411fe3,Museum of Sex,66,233 5th Ave,40.74409509486289,-73.98762805650948,559acbe0498e472f1a53fa23,Erotic Museum,7.4
90,Arcade Classics,50a94ef2e4b0f0766099e1e8,Chinese Kung-Fu Wu-Su Association,220,28 W 27th St Fl 8,40.74488185534032,-73.98987767919222,4bf58dd8d48988d101941735,Martial Arts School,Not Rated
91,Arcade Classics,40b68100f964a5207d001fe3,Madison Square Park,270,Madison Ave,40.74226204193276,-73.98800611495972,4bf58dd8d48988d163941735,Park,9.4
92,Arcade Community,4d49ea7bf53c8cfa55681d47,Jin Hong Diamond  Nails,5,No Address,40.68013,-73.910999,4f04aa0c2fb6e1c99f3db0b8,Nail Salon,Not Rated
93,Arcade Community,4df537cf6284fefe8fc87439,Fulton Super Deli,33,Fulton Avenue,40.67987678451127,-73.91108090546486,4bf58dd8d48988d146941735,Deli / Bodega,Not Rated
94,Arcade Community,4e0df55f45ddc2c6d172a6c4,Emely's Beauty Salon,43,96 Rockaway Ave,40.680054999999996,-73.91144200000002,4bf58dd8d48988d110951735,Salon / Barbershop,Not Rated
95,Arcade Community,562b8f8f498e522c2738b01d,brooklyn landmark elementary school,54,251 Macdougal St,40.680611999999996,-73.910712,4f4533804b9074f6e4fb0105,Elementary School,Not Rated
