,Hood,Venue_ID,Venue_Name,Venue_Distance,Venue_Address,Venue_Latitude,Venue_Longitude,Category_ID,Category_Name
478,Hudson Yards,4dc2a46b7d8b686fa4810d99,Greeley Arcade Building,1343,132 W 31st St,40.747475428793884,-73.98977082005317,4bf58dd8d48988d124941735,Office
260,Gramercy,4dc2a46b7d8b686fa4810d99,Greeley Arcade Building,1344,132 W 31st St,40.747475428793884,-73.98977082005317,4bf58dd8d48988d124941735,Office
129,Clinton,4dc2a46b7d8b686fa4810d99,Greeley Arcade Building,1400,132 W 31st St,40.747475428793884,-73.98977082005317,4bf58dd8d48988d124941735,Office
400,Tudor City,4dc2a46b7d8b686fa4810d99,Greeley Arcade Building,1565,132 W 31st St,40.747475428793884,-73.98977082005317,4bf58dd8d48988d124941735,Office
380,Turtle Bay,4dc2a46b7d8b686fa4810d99,Greeley Arcade Building,1928,132 W 31st St,40.747475428793884,-73.98977082005317,4bf58dd8d48988d124941735,Office
244,West Village,4dc2a46b7d8b686fa4810d99,Greeley Arcade Building,2005,132 W 31st St,40.747475428793884,-73.98977082005317,4bf58dd8d48988d124941735,Office
342,Midtown South,4ddc962e1f6e54b34d8e1b1e,Sahil's Arcade Of Good Times,328,No Address,40.74925091303696,-73.99248663896475,4bf58dd8d48988d1e7941735,Playground
484,Hudson Yards,4ddc962e1f6e54b34d8e1b1e,Sahil's Arcade Of Good Times,1045,No Address,40.74925091303696,-73.99248663896475,4bf58dd8d48988d1e7941735,Playground
197,Chelsea,4ddc962e1f6e54b34d8e1b1e,Sahil's Arcade Of Good Times,1068,No Address,40.74925091303696,-73.99248663896475,4bf58dd8d48988d1e7941735,Playground
437,Flatiron,4ddc962e1f6e54b34d8e1b1e,Sahil's Arcade Of Good Times,1074,No Address,40.74925091303696,-73.99248663896475,4bf58dd8d48988d1e7941735,Playground
162,Midtown,4ddc962e1f6e54b34d8e1b1e,Sahil's Arcade Of Good Times,1094,No Address,40.74925091303696,-73.99248663896475,4bf58dd8d48988d1e7941735,Playground
137,Clinton,4ddc962e1f6e54b34d8e1b1e,Sahil's Arcade Of Good Times,1138,No Address,40.74925091303696,-73.99248663896475,4bf58dd8d48988d1e7941735,Playground
183,Murray Hill,4ddc962e1f6e54b34d8e1b1e,Sahil's Arcade Of Good Times,1198,No Address,40.74925091303696,-73.99248663896475,4bf58dd8d48988d1e7941735,Playground
271,Gramercy,4ddc962e1f6e54b34d8e1b1e,Sahil's Arcade Of Good Times,1635,No Address,40.74925091303696,-73.99248663896475,4bf58dd8d48988d1e7941735,Playground
414,Tudor City,4ddc962e1f6e54b34d8e1b1e,Sahil's Arcade Of Good Times,1812,No Address,40.74925091303696,-73.99248663896475,4bf58dd8d48988d1e7941735,Playground
252,West Village,4ddc962e1f6e54b34d8e1b1e,Sahil's Arcade Of Good Times,2013,No Address,40.74925091303696,-73.99248663896475,4bf58dd8d48988d1e7941735,Playground
391,Turtle Bay,4ddc962e1f6e54b34d8e1b1e,Sahil's Arcade Of Good Times,2112,No Address,40.74925091303696,-73.99248663896475,4bf58dd8d48988d1e7941735,Playground
367,Sutton Place,4de507e4ae60e7f3ac2c06ae,Arcade Creative Group (A Sony Music Company),857,550 Madison Ave,40.761379856908675,-73.97361633212931,4bf58dd8d48988d124941735,Office
154,Midtown,4de507e4ae60e7f3ac2c06ae,Arcade Creative Group (A Sony Music Company),1007,550 Madison Ave,40.761379856908675,-73.97361633212931,4bf58dd8d48988d124941735,Office
381,Turtle Bay,4de507e4ae60e7f3ac2c06ae,Arcade Creative Group (A Sony Music Company),1152,550 Madison Ave,40.761379856908675,-73.97361633212931,4bf58dd8d48988d124941735,Office
106,Lenox Hill,4de507e4ae60e7f3ac2c06ae,Arcade Creative Group (A Sony Music Company),1452,550 Madison Ave,40.761379856908675,-73.97361633212931,4bf58dd8d48988d124941735,Office
177,Murray Hill,4de507e4ae60e7f3ac2c06ae,Arcade Creative Group (A Sony Music Company),1509,550 Madison Ave,40.761379856908675,-73.97361633212931,4bf58dd8d48988d124941735,Office
405,Tudor City,4de507e4ae60e7f3ac2c06ae,Arcade Creative Group (A Sony Music Company),1622,550 Madison Ave,40.761379856908675,-73.97361633212931,4bf58dd8d48988d124941735,Office
118,Lincoln Square,4de507e4ae60e7f3ac2c06ae,Arcade Creative Group (A Sony Music Company),1674,550 Madison Ave,40.761379856908675,-73.97361633212931,4bf58dd8d48988d124941735,Office
136,Clinton,4de507e4ae60e7f3ac2c06ae,Arcade Creative Group (A Sony Music Company),1914,550 Madison Ave,40.761379856908675,-73.97361633212931,4bf58dd8d48988d124941735,Office
350,Midtown South,4de507e4ae60e7f3ac2c06ae,Arcade Creative Group (A Sony Music Company),1916,550 Madison Ave,40.761379856908675,-73.97361633212931,4bf58dd8d48988d124941735,Office
100,Upper East Side,4de507e4ae60e7f3ac2c06ae,Arcade Creative Group (A Sony Music Company),1934,550 Madison Ave,40.761379856908675,-73.97361633212931,4bf58dd8d48988d124941735,Office
110,Roosevelt Island,4de507e4ae60e7f3ac2c06ae,Arcade Creative Group (A Sony Music Company),2063,550 Madison Ave,40.761379856908675,-73.97361633212931,4bf58dd8d48988d124941735,Office
489,Hudson Yards,4de507e4ae60e7f3ac2c06ae,Arcade Creative Group (A Sony Music Company),2295,550 Madison Ave,40.761379856908675,-73.97361633212931,4bf58dd8d48988d124941735,Office
340,Midtown South,4dff6831091ab6fff999ee39,Arcade Classics,448,244 5th Ave Ste B294,40.74463152634834,-73.98728728294374,4bf58dd8d48988d122951735,Electronics Store
