,Venue_Distance,Category_ID,Category_Name,Venue_Rating
605,15,4bf58dd8d48988d103951735,Clothing Store,Not Rated
606,18,4bf58dd8d48988d121941735,Lounge,Not Rated
607,21,4bf58dd8d48988d1f1931735,General Entertainment,Not Rated
608,25,4bf58dd8d48988d171941735,Event Space,Not Rated
609,48,4bf58dd8d48988d1ff941735,Miscellaneous Shop,Not Rated
610,49,52e81612bcbc57f1066b79f2,Creperie,Not Rated
611,61,4bf58dd8d48988d1ca941735,Pizza Place,Not Rated
612,69,4bf58dd8d48988d1c9941735,Ice Cream Shop,Not Rated
613,121,554a5e17498efabeda6cc559,Photography Studio,Not Rated
614,2169,52f2ab2ebcbc57f1066b8b4a,Tunnel,Not Rated
615,6,4bf58dd8d48988d106951735,Men's Store,Not Rated
616,7,4bf58dd8d48988d112941735,Juice Bar,Not Rated
617,8,4bf58dd8d48988d103951735,Clothing Store,Not Rated
618,9,4bf58dd8d48988d10d951735,Record Shop,Not Rated
619,9,4bf58dd8d48988d171941735,Event Space,Not Rated
620,10,4bf58dd8d48988d1e2931735,Art Gallery,Not Rated
621,10,4bf58dd8d48988d171941735,Event Space,Not Rated
622,12,4bf58dd8d48988d107951735,Shoe Store,Not Rated
623,12,4bf58dd8d48988d1f1931735,General Entertainment,Not Rated
624,12,4bf58dd8d48988d1f6931735,General Travel,Not Rated
625,13,4bf58dd8d48988d104951735,Boutique,Not Rated
626,14,4bf58dd8d48988d171941735,Event Space,Not Rated
627,17,4bf58dd8d48988d121941735,Lounge,Not Rated
628,18,4d4b7105d754a06378d81259,Shop & Service,Not Rated
629,27,4bf58dd8d48988d171941735,Event Space,Not Rated
630,33,4bf58dd8d48988d171941735,Event Space,Not Rated
631,54,4bf58dd8d48988d1ca941735,Pizza Place,Not Rated
632,56,52e81612bcbc57f1066b79f2,Creperie,Not Rated
633,69,4bf58dd8d48988d16a941735,Bakery,Not Rated
634,95,4bf58dd8d48988d14a941735,Vietnamese Restaurant,Not Rated
635,1,4bf58dd8d48988d132941735,Church,Not Rated
636,1,4bf58dd8d48988d171941735,Event Space,Not Rated
637,4,4bf58dd8d48988d152941735,Arepa Restaurant,Not Rated
638,8,4bf58dd8d48988d1c7941735,Snack Place,Not Rated
639,13,4bf58dd8d48988d125941735,Tech Startup,Not Rated
640,14,4bf58dd8d48988d10a951735,Bank,Not Rated
641,20,52f2ab2ebcbc57f1066b8b1f,Shipping Store,Not Rated
642,26,52af3b773cf9994f4e043c03,Szechuan Restaurant,Not Rated
643,26,4bf58dd8d48988d1cc941735,Steakhouse,Not Rated
644,27,4bf58dd8d48988d124941735,Office,Not Rated
645,27,4bf58dd8d48988d124941735,Office,Not Rated
646,28,4bf58dd8d48988d130941735,Building,Not Rated
647,28,4bf58dd8d48988d14e941735,American Restaurant,Not Rated
648,30,4bf58dd8d48988d1a8941735,General College & University,Not Rated
649,37,54541900498ea6ccd0202697,Health & Beauty Service,Not Rated
650,56,4bf58dd8d48988d145941735,Chinese Restaurant,Not Rated
651,73,4bf58dd8d48988d16c941735,Burger Joint,Not Rated
652,76,52f2ab2ebcbc57f1066b8b16,Fishing Store,Not Rated
653,119,4e4c9077bd41f78e849722f9,Bike Rental / Bike Share,Not Rated
654,174,4bf58dd8d48988d1f6941735,Department Store,Not Rated
655,9,4bf58dd8d48988d15a941735,Garden,Not Rated
656,10,4deefb944765f83613cdba6e,Historic Site,Not Rated
657,11,4bf58dd8d48988d162941735,Other Great Outdoors,Not Rated
658,14,4bf58dd8d48988d174941735,Coworking Space,Not Rated
659,15,4bf58dd8d48988d163941735,Park,Not Rated
660,18,4bf58dd8d48988d124941735,Office,Not Rated
661,24,4bf58dd8d48988d127941735,Conference Room,Not Rated
662,30,4bf58dd8d48988d130941735,Building,Not Rated
663,34,4f4531504b9074f6e4fb0102,Platform,Not Rated
664,35,4bf58dd8d48988d1e0931735,Coffee Shop,Not Rated
665,37,4bf58dd8d48988d10a951735,Bank,Not Rated
666,38,4bf58dd8d48988d125941735,Tech Startup,Not Rated
667,42,4bf58dd8d48988d124941735,Office,Not Rated
668,53,4bf58dd8d48988d11d941735,Sports Bar,Not Rated
669,69,4f4528bc4b90abdf24c9de85,Athletics & Sports,Not Rated
670,107,4bf58dd8d48988d129951735,Train Station,Not Rated
671,189,4bf58dd8d48988d18b941735,Basketball Stadium,Not Rated
672,292,4bf58dd8d48988d129951735,Train Station,Not Rated
673,350,4bf58dd8d48988d124941735,Office,Not Rated
674,473,4bf58dd8d48988d116941735,Bar,Not Rated
675,177,4bf58dd8d48988d130941735,Building,Not Rated
676,239,4f4531084b9074f6e4fb0101,Recycling Facility,Not Rated
677,287,4bf58dd8d48988d1ff941735,Miscellaneous Shop,Not Rated
678,333,4bf58dd8d48988d124941735,Office,Not Rated
679,613,4bf58dd8d48988d113951735,Gas Station,Not Rated
680,615,4bf58dd8d48988d148941735,Donut Shop,Not Rated
681,616,4bf58dd8d48988d176941735,Gym,Not Rated
682,652,4bf58dd8d48988d176941735,Gym,Not Rated
683,656,4bf58dd8d48988d130941735,Building,Not Rated
684,719,4d4b7105d754a06375d81259,Professional & Other Places,Not Rated
685,792,4bf58dd8d48988d176941735,Gym,Not Rated
686,814,4bf58dd8d48988d15c941735,Cemetery,Not Rated
